path,len
JVS/jvs001/BASIC5000_1356.wav,89600
JVS/jvs001/BASIC5000_0235.wav,87040
JVS/jvs001/BASIC5000_0408.wav,87552
JVS/jvs001/BASIC5000_1140.wav,41472
JVS/jvs001/BASIC5000_1635.wav,85504
JVS/jvs001/BASIC5000_1485.wav,130048
JVS/jvs001/BASIC5000_1818.wav,52736
JVS/jvs001/BASIC5000_1866.wav,62976
JVS/jvs001/BASIC5000_0025.wav,66560
JVS/jvs001/TRAVEL1000_0429.wav,60928
JVS/jvs001/BASIC5000_2304.wav,92160
JVS/jvs001/BASIC5000_1159.wav,72704
JVS/jvs001/TRAVEL1000_0732.wav,50688
JVS/jvs001/BASIC5000_2458.wav,124928
JVS/jvs001/BASIC5000_2200.wav,105984
JVS/jvs001/BASIC5000_2018.wav,147456
JVS/jvs001/BASIC5000_2695.wav,92160
JVS/jvs001/UT-PARAPHRASE-sent154-phrase1.wav,46592
JVS/jvs001/BASIC5000_2241.wav,68096
JVS/jvs001/BASIC5000_0518.wav,70144
JVS/jvs001/ONOMATOPEE300_222.wav,137216
JVS/jvs001/TRAVEL1000_0647.wav,80384
JVS/jvs001/TRAVEL1000_0397.wav,67584
JVS/jvs001/TRAVEL1000_0516.wav,54272
JVS/jvs001/ONOMATOPEE300_200.wav,90624
JVS/jvs001/BASIC5000_1896.wav,93184
JVS/jvs001/TRAVEL1000_0164.wav,57856
JVS/jvs001/BASIC5000_0691.wav,89088
JVS/jvs001/TRAVEL1000_0009.wav,76288
JVS/jvs001/TRAVEL1000_0340.wav,51200
JVS/jvs001/VOICEACTRESS100_001.wav,166912
JVS/jvs001/VOICEACTRESS100_002.wav,177664
JVS/jvs001/VOICEACTRESS100_003.wav,117760
JVS/jvs001/VOICEACTRESS100_004.wav,115200
JVS/jvs001/VOICEACTRESS100_005.wav,255488
JVS/jvs001/VOICEACTRESS100_006.wav,81408
JVS/jvs001/VOICEACTRESS100_007.wav,172032
JVS/jvs001/VOICEACTRESS100_008.wav,159744
JVS/jvs001/VOICEACTRESS100_009.wav,129024
JVS/jvs001/VOICEACTRESS100_010.wav,92672
JVS/jvs001/VOICEACTRESS100_011.wav,132608
JVS/jvs001/VOICEACTRESS100_012.wav,116224
JVS/jvs001/VOICEACTRESS100_013.wav,102400
JVS/jvs001/VOICEACTRESS100_014.wav,52736
JVS/jvs001/VOICEACTRESS100_015.wav,104448
JVS/jvs001/VOICEACTRESS100_016.wav,111104
JVS/jvs001/VOICEACTRESS100_017.wav,125952
JVS/jvs001/VOICEACTRESS100_018.wav,142848
JVS/jvs001/VOICEACTRESS100_019.wav,155648
JVS/jvs001/VOICEACTRESS100_020.wav,138752
JVS/jvs001/VOICEACTRESS100_021.wav,134656
JVS/jvs001/VOICEACTRESS100_022.wav,264704
JVS/jvs001/VOICEACTRESS100_023.wav,134656
JVS/jvs001/VOICEACTRESS100_024.wav,168960
JVS/jvs001/VOICEACTRESS100_025.wav,85504
JVS/jvs001/VOICEACTRESS100_026.wav,80896
JVS/jvs001/VOICEACTRESS100_027.wav,138752
JVS/jvs001/VOICEACTRESS100_028.wav,194560
JVS/jvs001/VOICEACTRESS100_029.wav,172544
JVS/jvs001/VOICEACTRESS100_030.wav,110592
