path,len
VCTK/p237/p237_250.wav,18432
VCTK/p232/p232_211.wav,10753
VCTK/p257/p257_420.wav,16385
VCTK/p236/p236_420.wav,21505
VCTK/p363/p363_231.wav,20481
VCTK/p268/p268_001.wav,22017
VCTK/p226/p226_271.wav,17922
VCTK/p272/p272_296.wav,17409
VCTK/p282/p282_037.wav,21505
VCTK/p282/p282_314.wav,16898
VCTK/p298/p298_122.wav,20993
VCTK/p288/p288_070.wav,16898
VCTK/p277/p277_234.wav,19970
VCTK/p273/p273_169.wav,19457
VCTK/p228/p228_204.wav,17922
VCTK/p265/p265_041.wav,18946
VCTK/p250/p250_065.wav,20993
VCTK/p264/p264_198.wav,16385
VCTK/p249/p249_161.wav,15874
VCTK/p277/p277_103.wav,16385
VCTK/p374/p374_374.wav,22017
VCTK/p361/p361_186.wav,20481
VCTK/p294/p294_146.wav,20993
VCTK/p250/p250_155.wav,15874
VCTK/p244/p244_294.wav,18432
VCTK/p256/p256_226.wav,17922
VCTK/p376/p376_059.wav,22017
VCTK/p260/p260_080.wav,17409
VCTK/p284/p284_027.wav,16385
VCTK/p260/p260_341.wav,17409
VCTK/p251/p251_295.wav,18946
VCTK/p226/p226_083.wav,15874
VCTK/p258/p258_050.wav,16385
VCTK/p254/p254_131.wav,18946
VCTK/p361/p361_125.wav,17409
VCTK/p267/p267_162.wav,11265
VCTK/p284/p284_268.wav,16385
VCTK/p281/p281_416.wav,17922
VCTK/p231/p231_030.wav,20993
VCTK/p311/p311_289.wav,21505
VCTK/p257/p257_125.wav,16385
VCTK/p278/p278_050.wav,21505
VCTK/p361/p361_423.wav,20481
VCTK/p283/p283_442.wav,22017
VCTK/p241/p241_282.wav,16898
VCTK/p255/p255_266.wav,20993
VCTK/p231/p231_094.wav,17922
VCTK/p247/p247_435.wav,21505
VIVO/VIVOSSPK09_R197.wav,19970
VCTK/p229/p229_322.wav,20993
VCTK/p279/p279_295.wav,13313
VIVO/VIVOSSPK18_018.wav,22017
VIVO/VIVOSSPK09_T050.wav,11265
VCTK/p326/p326_146.wav,20481
VCTK/p241/p241_108.wav,13313
VCTK/p361/p361_372.wav,15874
VCTK/p233/p233_093.wav,20481
VCTK/p241/p241_312.wav,17409
VCTK/p345/p345_071.wav,16898
VCTK/p257/p257_287.wav,19457
VCTK/p329/p329_113.wav,20993
VCTK/p277/p277_283.wav,22017
VCTK/p299/p299_361.wav,22017
VCTK/p257/p257_363.wav,20993
VCTK/p234/p234_324.wav,17409
VCTK/p363/p363_372.wav,19970
VCTK/p339/p339_287.wav,13313
VCTK/p282/p282_056.wav,16898
VCTK/p257/p257_398.wav,18432
VCTK/p351/p351_228.wav,19970
VCTK/p285/p285_346.wav,22017
VCTK/p340/p340_136.wav,21505
VCTK/p228/p228_324.wav,21505
VCTK/p284/p284_177.wav,13826
VCTK/p293/p293_175.wav,20993
VCTK/p263/p263_035.wav,19457
VCTK/p310/p310_206.wav,19457
VCTK/p278/p278_047.wav,17409
VCTK/p304/p304_200.wav,20993
VCTK/p279/p279_298.wav,12289
VCTK/p283/p283_184.wav,18946
VCTK/p251/p251_264.wav,14337
VCTK/p260/p260_110.wav,19457
VCTK/p326/p326_368.wav,17409
VCTK/p256/p256_200.wav,19457
VIVO/VIVOSSPK16_190.wav,20481
VCTK/p275/p275_065.wav,17905
VCTK/p257/p257_187.wav,18432
VCTK/p257/p257_227.wav,19457
VCTK/p225/p225_326.wav,20481
VCTK/p285/p285_081.wav,17679
VCTK/p310/p310_414.wav,16898
VCTK/p262/p262_042.wav,17409
VCTK/p329/p329_170.wav,21505
VCTK/p262/p262_046.wav,18946
VCTK/p340/p340_417.wav,18432
VCTK/p232/p232_217.wav,19457
VCTK/p258/p258_175.wav,21505
VCTK/p253/p253_275.wav,17922
VCTK/p231/p231_202.wav,17922
VCTK/p294/p294_388.wav,14337
VCTK/p250/p250_378.wav,17922
