path,len
JVS/jvs001/VOICEACTRESS100_001.wav,166912
JVS/jvs001/VOICEACTRESS100_002.wav,177664
JVS/jvs001/VOICEACTRESS100_005.wav,255488
JVS/jvs001/VOICEACTRESS100_007.wav,172032
JVS/jvs001/VOICEACTRESS100_008.wav,159744
JVS/jvs001/VOICEACTRESS100_019.wav,155648
JVS/jvs001/VOICEACTRESS100_022.wav,264704
JVS/jvs001/VOICEACTRESS100_024.wav,168960
JVS/jvs001/VOICEACTRESS100_028.wav,194560
JVS/jvs001/VOICEACTRESS100_029.wav,172544
JVS/jvs001/VOICEACTRESS100_032.wav,195584
JVS/jvs001/VOICEACTRESS100_035.wav,163328
JVS/jvs001/VOICEACTRESS100_044.wav,189952
JVS/jvs001/VOICEACTRESS100_045.wav,163840
JVS/jvs001/VOICEACTRESS100_047.wav,165376
JVS/jvs001/VOICEACTRESS100_048.wav,155136
JVS/jvs001/VOICEACTRESS100_050.wav,150528
JVS/jvs001/VOICEACTRESS100_052.wav,154112
JVS/jvs001/VOICEACTRESS100_054.wav,249856
JVS/jvs001/VOICEACTRESS100_056.wav,160256
JVS/jvs001/VOICEACTRESS100_065.wav,173568
JVS/jvs001/VOICEACTRESS100_066.wav,151552
JVS/jvs001/VOICEACTRESS100_069.wav,182784
JVS/jvs001/VOICEACTRESS100_070.wav,154624
JVS/jvs001/VOICEACTRESS100_076.wav,217600
JVS/jvs001/VOICEACTRESS100_077.wav,178176
JVS/jvs001/VOICEACTRESS100_078.wav,190976
JVS/jvs001/VOICEACTRESS100_079.wav,164352
JVS/jvs001/VOICEACTRESS100_081.wav,178688
JVS/jvs001/VOICEACTRESS100_084.wav,164352
JVS/jvs001/VOICEACTRESS100_085.wav,215552
JVS/jvs001/VOICEACTRESS100_087.wav,192000
JVS/jvs001/VOICEACTRESS100_092.wav,155136
JVS/jvs001/VOICEACTRESS100_093.wav,205824
JVS/jvs001/VOICEACTRESS100_094.wav,297472
JVS/jvs001/VOICEACTRESS100_095.wav,158208
JVS/jvs001/VOICEACTRESS100_096.wav,184320
JVS/jvs001/VOICEACTRESS100_097.wav,182784
JVS/jvs001/VOICEACTRESS100_100.wav,178688
JVS/jvs002/VOICEACTRESS100_002.wav,162816
JVS/jvs002/VOICEACTRESS100_005.wav,242176
JVS/jvs002/VOICEACTRESS100_007.wav,167424
JVS/jvs002/VOICEACTRESS100_008.wav,152064
JVS/jvs002/VOICEACTRESS100_019.wav,156160
JVS/jvs002/VOICEACTRESS100_022.wav,267264
JVS/jvs002/VOICEACTRESS100_024.wav,172544
JVS/jvs002/VOICEACTRESS100_028.wav,192512
JVS/jvs002/VOICEACTRESS100_029.wav,168960
JVS/jvs002/VOICEACTRESS100_032.wav,189952
JVS/jvs002/VOICEACTRESS100_035.wav,156160
JVS/jvs002/VOICEACTRESS100_044.wav,188928
JVS/jvs002/VOICEACTRESS100_045.wav,172032
JVS/jvs002/VOICEACTRESS100_047.wav,157184
JVS/jvs002/VOICEACTRESS100_048.wav,160256
JVS/jvs002/VOICEACTRESS100_050.wav,152576
JVS/jvs002/VOICEACTRESS100_052.wav,160256
JVS/jvs002/VOICEACTRESS100_054.wav,249344
JVS/jvs002/VOICEACTRESS100_065.wav,166400
JVS/jvs002/VOICEACTRESS100_069.wav,183296
JVS/jvs002/VOICEACTRESS100_070.wav,151040
JVS/jvs002/VOICEACTRESS100_076.wav,209920
JVS/jvs002/VOICEACTRESS100_077.wav,185856
JVS/jvs002/VOICEACTRESS100_078.wav,192512
JVS/jvs002/VOICEACTRESS100_079.wav,166912
JVS/jvs002/VOICEACTRESS100_081.wav,172032
JVS/jvs002/VOICEACTRESS100_084.wav,156672
JVS/jvs002/VOICEACTRESS100_085.wav,217088
JVS/jvs002/VOICEACTRESS100_087.wav,178176
JVS/jvs002/VOICEACTRESS100_093.wav,198656
JVS/jvs002/VOICEACTRESS100_094.wav,284672
JVS/jvs002/VOICEACTRESS100_096.wav,176640
JVS/jvs002/VOICEACTRESS100_097.wav,177664
JVS/jvs002/VOICEACTRESS100_100.wav,181248
JVS/jvs003/BASIC5000_2939.wav,206336
JVS/jvs003/BASIC5000_0440.wav,190976
JVS/jvs003/BASIC5000_2550.wav,219136
