path,len
VCTK/p236/p236_281.wav,26624
VCTK/p280/p280_035.wav,37888
VCTK/p295/p295_129.wav,55296
VCTK/p280/p280_089.wav,39936
VCTK/p237/p237_250.wav,18432
VCTK/p295/p295_389.wav,44544
VCTK/p243/p243_056.wav,38400
VCTK/p303/p303_104.wav,63488
VCTK/p273/p273_139.wav,57344
VCTK/p267/p267_077.wav,36864
VCTK/p283/p283_195.wav,46592
VCTK/p347/p347_093.wav,57344
VCTK/p293/p293_371.wav,59392
VCTK/p314/p314_128.wav,26624
VCTK/p232/p232_211.wav,10752
VCTK/p314/p314_422.wav,45568
VIVO/VIVOSSPK15_263.wav,26112
VIVO/VIVOSSPK28_057.wav,130048
VCTK/p278/p278_081.wav,36864
VCTK/p326/p326_313.wav,62645
VIVO/VIVOSSPK11_R069.wav,46080
VCTK/p257/p257_420.wav,16384
VCTK/p236/p236_381.wav,73216
VCTK/p329/p329_001.wav,41250
VCTK/p257/p257_374.wav,33280
VCTK/p253/p253_278.wav,25088
VCTK/p236/p236_420.wav,21504
VIVO/VIVOSSPK10_R079.wav,25088
VCTK/p287/p287_286.wav,61952
VCTK/p244/p244_423.wav,39424
VCTK/p248/p248_376.wav,61952
VCTK/p287/p287_309.wav,30208
VCTK/p274/p274_354.wav,25600
VCTK/p239/p239_383.wav,55808
VCTK/p298/p298_338.wav,38400
VCTK/p334/p334_261.wav,53567
VCTK/p363/p363_231.wav,20480
VCTK/p336/p336_182.wav,35328
VCTK/p339/p339_013.wav,69632
VCTK/p276/p276_239.wav,28672
VCTK/p268/p268_001.wav,22016
VCTK/p254/p254_290.wav,25088
VCTK/p238/p238_091.wav,39424
VCTK/p282/p282_326.wav,34816
VCTK/p226/p226_271.wav,17920
VCTK/p233/p233_309.wav,28160
VCTK/p275/p275_188.wav,26112
VCTK/p298/p298_053.wav,71168
VIVO/VIVOSSPK32_061.wav,157696
VCTK/p292/p292_370.wav,26112
VCTK/p326/p326_277.wav,36864
VCTK/p267/p267_120.wav,40960
VCTK/p272/p272_296.wav,17408
VCTK/p284/p284_340.wav,64297
VCTK/p233/p233_165.wav,40448
VCTK/p316/p316_310.wav,41472
VCTK/p282/p282_037.wav,21504
VCTK/p301/p301_255.wav,40960
VCTK/p256/p256_216.wav,72192
VCTK/p274/p274_164.wav,44544
VCTK/p341/p341_282.wav,51200
VIVO/VIVOSSPK30_118.wav,206336
VCTK/p329/p329_332.wav,54272
VCTK/p304/p304_270.wav,27648
VCTK/p250/p250_332.wav,44032
VCTK/p341/p341_404.wav,41984
VIVO/VIVOSSPK10_R039.wav,64512
VCTK/p282/p282_314.wav,16896
VCTK/p267/p267_003.wav,125440
VIVO/VIVOSSPK45_021.wav,66048
VCTK/p280/p280_388.wav,102912
VIVO/VIVOSSPK37_090.wav,104960
VCTK/p295/p295_345.wav,32256
VCTK/p333/p333_149.wav,39936
VCTK/p310/p310_064.wav,23040
VCTK/p298/p298_122.wav,20992
VCTK/p244/p244_311.wav,41472
VIVO/VIVOSSPK10_T010.wav,41472
VCTK/p282/p282_172.wav,67584
VCTK/p360/p360_039.wav,24064
VCTK/p247/p247_177.wav,34304
